"기준일자","상품명","당일신규실행건수","당일신규실행금액(억원)"
"2020-10-24","취업후상환학자금_등록금","177","5"
"2020-10-24","취업후상환학자금_생활비","1786","11"
"2020-10-25","일반상환학자금_등록금","0","0"
"2020-10-25","일반상환학자금_생활비","0","0"
"2020-10-25","취업후상환학자금_등록금","0","0"
"2020-10-25","취업후상환학자금_생활비","0","0"
"2020-10-26","일반상환학자금_등록금","0","0"
"2020-10-26","일반상환학자금_생활비","0","0"
"2020-10-26","취업후상환학자금_등록금","0","0"
"2020-10-26","취업후상환학자금_생활비","0","0"
"2020-10-27","일반상환학자금_등록금","4","0"
"2020-10-27","일반상환학자금_생활비","658","5"
"2020-10-27","취업후상환학자금_등록금","234","6"
"2020-10-27","취업후상환학자금_생활비","2389","15"
"2020-10-28","일반상환학자금_등록금","4","0"
"2020-10-28","일반상환학자금_생활비","573","5"
"2020-10-28","취업후상환학자금_등록금","249","7"
"2020-10-28","취업후상환학자금_생활비","1747","12"
"2020-10-29","일반상환학자금_등록금","5","0"
"2020-10-29","일반상환학자금_생활비","496","4"
"2020-10-29","취업후상환학자금_등록금","288","8"
"2020-10-29","취업후상환학자금_생활비","1576","11"
"2020-10-30","일반상환학자금_등록금","4","0"
"2020-10-30","일반상환학자금_생활비","439","3"
"2020-10-30","취업후상환학자금_등록금","221","6"
"2020-10-30","취업후상환학자금_생활비","1526","10"
"2020-10-31","일반상환학자금_등록금","4","0"
"2020-10-31","일반상환학자금_생활비","583","4"
"2020-10-31","취업후상환학자금_등록금","270","7"
"2020-10-31","취업후상환학자금_생활비","1909","12"
"2020-11-01","일반상환학자금_등록금","0","0"
"2020-11-01","일반상환학자금_생활비","0","0"
"2020-11-01","취업후상환학자금_등록금","0","0"
"2020-11-01","취업후상환학자금_생활비","0","0"
"2020-11-02","일반상환학자금_등록금","0","0"
"2020-11-02","일반상환학자금_생활비","0","0"
"2020-11-02","취업후상환학자금_등록금","0","0"
"2020-11-02","취업후상환학자금_생활비","0","0"
"2020-11-03","일반상환학자금_등록금","8","0"
"2020-11-03","일반상환학자금_생활비","711","6"
"2020-11-03","취업후상환학자금_등록금","161","4"
"2020-11-03","취업후상환학자금_생활비","2191","14"
"2020-11-04","일반상환학자금_등록금","9","0"
"2020-11-04","일반상환학자금_생활비","570","5"
"2020-11-04","취업후상환학자금_등록금","132","4"
"2020-11-04","취업후상환학자금_생활비","1669","12"
"2020-11-05","일반상환학자금_등록금","8","0"
"2020-11-05","일반상환학자금_생활비","418","3"
"2020-11-05","취업후상환학자금_등록금","110","3"
"2020-11-05","취업후상환학자금_생활비","1506","10"
"2020-11-06","일반상환학자금_등록금","8","0"
"2020-11-06","일반상환학자금_생활비","440","4"
"2020-11-06","취업후상환학자금_등록금","126","3"
"2020-11-06","취업후상환학자금_생활비","1569","11"
"2020-11-07","일반상환학자금_등록금","3","0"
"2020-11-07","일반상환학자금_생활비","487","4"
"2020-11-07","취업후상환학자금_등록금","109","3"
"2020-11-07","취업후상환학자금_생활비","1664","11"
"2020-11-08","일반상환학자금_등록금","0","0"
"2020-11-08","일반상환학자금_생활비","0","0"
"2020-11-08","취업후상환학자금_등록금","0","0"
"2020-11-08","취업후상환학자금_생활비","0","0"
"2020-11-09","일반상환학자금_등록금","0","0"
"2020-11-09","일반상환학자금_생활비","0","0"
"2020-11-09","취업후상환학자금_등록금","0","0"
"2020-11-09","취업후상환학자금_생활비","0","0"
"2020-11-10","일반상환학자금_등록금","22","0"
"2020-11-10","일반상환학자금_생활비","600","5"
"2020-11-10","취업후상환학자금_등록금","129","3"
"2020-11-10","취업후상환학자금_생활비","2043","15"
"2020-11-11","일반상환학자금_등록금","16","0"
"2020-11-11","일반상환학자금_생활비","592","5"
"2020-11-11","취업후상환학자금_등록금","124","3"
"2020-11-11","취업후상환학자금_생활비","1943","15"
"2020-11-12","일반상환학자금_등록금","17","0"
"2020-11-12","일반상환학자금_생활비","626","6"
"2020-11-12","취업후상환학자금_등록금","149","3"
"2020-11-12","취업후상환학자금_생활비","1858","14"
"2020-11-13","일반상환학자금_등록금","16","0"
"2020-11-13","일반상환학자금_생활비","660","6"
"2020-11-13","취업후상환학자금_등록금","175","4"
"2020-11-13","취업후상환학자금_생활비","1964","16"
"2020-11-14","일반상환학자금_등록금","11","0"
"2020-11-14","일반상환학자금_생활비","541","5"
"2020-11-14","취업후상환학자금_등록금","137","3"
"2020-11-14","취업후상환학자금_생활비","1599","11"
"2020-11-15","일반상환학자금_등록금","0","0"
"2020-11-15","일반상환학자금_생활비","0","0"
"2020-11-15","취업후상환학자금_등록금","0","0"
"2020-11-15","취업후상환학자금_생활비","0","0"
"2020-11-16","일반상환학자금_등록금","0","0"
"2020-11-16","일반상환학자금_생활비","0","0"
"2020-11-16","취업후상환학자금_등록금","0","0"
"2020-11-16","취업후상환학자금_생활비","0","0"
"2020-11-17","일반상환학자금_등록금","0","0"
"2020-11-17","일반상환학자금_생활비","0","0"
"2020-11-17","취업후상환학자금_등록금","47","1"
"2020-11-17","취업후상환학자금_생활비","50","1"
"2020-11-18","일반상환학자금_등록금","0","0"
"2020-11-18","일반상환학자금_생활비","0","0"
"2020-11-18","취업후상환학자금_등록금","98","2"
"2020-11-18","취업후상환학자금_생활비","109","1"
"2020-11-19","일반상환학자금_등록금","0","0"
"2020-11-19","일반상환학자금_생활비","0","0"
"2020-11-19","취업후상환학자금_등록금","97","2"
"2020-11-19","취업후상환학자금_생활비","112","2"
"2020-11-20","일반상환학자금_등록금","0","0"
"2020-11-20","일반상환학자금_생활비","0","0"
"2020-11-20","취업후상환학자금_등록금","88","2"
"2020-11-20","취업후상환학자금_생활비","102","1"
"2020-11-21","일반상환학자금_등록금","0","0"
"2020-11-21","일반상환학자금_생활비","0","0"
"2020-11-21","취업후상환학자금_등록금","52","1"
"2020-11-21","취업후상환학자금_생활비","71","1"
"2020-11-22","일반상환학자금_등록금","0","0"
"2020-11-22","일반상환학자금_생활비","0","0"
"2020-11-22","취업후상환학자금_등록금","0","0"
"2020-11-22","취업후상환학자금_생활비","0","0"
"2020-11-23","일반상환학자금_등록금","0","0"
"2020-11-23","일반상환학자금_생활비","0","0"
"2020-11-23","취업후상환학자금_등록금","0","0"
"2020-11-23","취업후상환학자금_생활비","0","0"
"2020-11-24","일반상환학자금_등록금","0","0"
"2020-11-24","일반상환학자금_생활비","0","0"
"2020-11-24","취업후상환학자금_등록금","75","2"
"2020-11-24","취업후상환학자금_생활비","67","1"
"2020-11-25","일반상환학자금_등록금","0","0"
"2020-11-25","일반상환학자금_생활비","0","0"
"2020-11-25","취업후상환학자금_등록금","82","2"
"2020-11-25","취업후상환학자금_생활비","102","1"
"2020-11-26","일반상환학자금_등록금","0","0"
"2020-11-26","일반상환학자금_생활비","0","0"
"2020-11-26","취업후상환학자금_등록금","95","2"
"2020-11-26","취업후상환학자금_생활비","104","1"
"2020-11-27","일반상환학자금_등록금","0","0"
"2020-11-27","일반상환학자금_생활비","0","0"
"2020-11-27","취업후상환학자금_등록금","151","3"
"2020-11-27","취업후상환학자금_생활비","202","3"
"2020-11-28","일반상환학자금_등록금","0","0"
"2020-11-28","일반상환학자금_생활비","0","0"
"2020-11-28","취업후상환학자금_등록금","139","3"
"2020-11-28","취업후상환학자금_생활비","154","2"
"2020-11-29","일반상환학자금_등록금","0","0"
"2020-11-29","일반상환학자금_생활비","0","0"
"2020-11-29","취업후상환학자금_등록금","0","0"
"2020-11-29","취업후상환학자금_생활비","0","0"
"2020-11-30","일반상환학자금_등록금","0","0"
"2020-11-30","일반상환학자금_생활비","0","0"
"2020-11-30","취업후상환학자금_등록금","0","0"
"2020-11-30","취업후상환학자금_생활비","0","0"
"2020-12-01","일반상환학자금_등록금","0","0"
"2020-12-01","일반상환학자금_생활비","0","0"
"2020-12-01","취업후상환학자금_등록금","80","2"
"2020-12-01","취업후상환학자금_생활비","107","2"
"2020-12-02","일반상환학자금_등록금","0","0"
"2020-12-02","일반상환학자금_생활비","0","0"
"2020-12-02","취업후상환학자금_등록금","0","0"
"2020-12-02","취업후상환학자금_생활비","0","0"
"2020-12-03","일반상환학자금_등록금","0","0"
"2020-12-03","일반상환학자금_생활비","0","0"
"2020-12-03","취업후상환학자금_등록금","0","0"
"2020-12-03","취업후상환학자금_생활비","0","0"
"2020-12-04","일반상환학자금_등록금","0","0"
"2020-12-04","일반상환학자금_생활비","0","0"
"2020-12-04","취업후상환학자금_등록금","0","0"
"2020-12-04","취업후상환학자금_생활비","0","0"
"2020-12-05","일반상환학자금_등록금","0","0"
"2020-12-05","일반상환학자금_생활비","0","0"
"2020-12-05","취업후상환학자금_등록금","0","0"
"2020-12-05","취업후상환학자금_생활비","0","0"
"2020-12-06","일반상환학자금_등록금","0","0"
"2020-12-06","일반상환학자금_생활비","0","0"
"2020-12-06","취업후상환학자금_등록금","0","0"
"2020-12-06","취업후상환학자금_생활비","0","0"
"2020-12-07","일반상환학자금_등록금","0","0"
"2020-12-07","일반상환학자금_생활비","0","0"
"2020-12-07","취업후상환학자금_등록금","0","0"
"2020-12-07","취업후상환학자금_생활비","0","0"
"2020-12-08","일반상환학자금_등록금","0","0"
"2020-12-08","일반상환학자금_생활비","0","0"
"2020-12-08","취업후상환학자금_등록금","0","0"
"2020-12-08","취업후상환학자금_생활비","0","0"
"2020-12-09","일반상환학자금_등록금","0","0"
"2020-12-09","일반상환학자금_생활비","0","0"
"2020-12-09","취업후상환학자금_등록금","0","0"
"2020-12-09","취업후상환학자금_생활비","0","0"
"2020-12-10","일반상환학자금_등록금","0","0"
"2020-12-10","일반상환학자금_생활비","0","0"
"2020-12-10","취업후상환학자금_등록금","0","0"
"2020-12-10","취업후상환학자금_생활비","0","0"
"2020-12-11","일반상환학자금_등록금","0","0"
"2020-12-11","일반상환학자금_생활비","0","0"
"2020-12-11","취업후상환학자금_등록금","0","0"
"2020-12-11","취업후상환학자금_생활비","0","0"
"2020-12-12","일반상환학자금_등록금","0","0"
"2020-12-12","일반상환학자금_생활비","0","0"
"2020-12-12","취업후상환학자금_등록금","0","0"
"2020-12-12","취업후상환학자금_생활비","0","0"
"2020-12-13","일반상환학자금_등록금","0","0"
"2020-12-13","일반상환학자금_생활비","0","0"
"2020-12-13","취업후상환학자금_등록금","0","0"
"2020-12-13","취업후상환학자금_생활비","0","0"
"2020-12-14","일반상환학자금_등록금","0","0"
"2020-12-14","일반상환학자금_생활비","0","0"
"2020-12-14","취업후상환학자금_등록금","0","0"
"2020-12-14","취업후상환학자금_생활비","0","0"
"2020-12-15","일반상환학자금_등록금","0","0"
"2020-12-15","일반상환학자금_생활비","0","0"
"2020-12-15","취업후상환학자금_등록금","0","0"
"2020-12-15","취업후상환학자금_생활비","0","0"
"2020-12-16","일반상환학자금_등록금","0","0"
"2020-12-16","일반상환학자금_생활비","0","0"
"2020-12-16","취업후상환학자금_등록금","0","0"
"2020-12-16","취업후상환학자금_생활비","0","0"
"2020-12-17","일반상환학자금_등록금","0","0"
"2020-12-17","일반상환학자금_생활비","0","0"
"2020-12-17","취업후상환학자금_등록금","0","0"
"2020-12-17","취업후상환학자금_생활비","0","0"
"2020-12-18","일반상환학자금_등록금","0","0"
"2020-12-18","일반상환학자금_생활비","0","0"
"2020-12-18","취업후상환학자금_등록금","0","0"
"2020-12-18","취업후상환학자금_생활비","0","0"
"2020-12-19","일반상환학자금_등록금","0","0"
"2020-12-19","일반상환학자금_생활비","0","0"
"2020-12-19","취업후상환학자금_등록금","0","0"
"2020-12-19","취업후상환학자금_생활비","0","0"
"2020-12-20","일반상환학자금_등록금","0","0"
"2020-12-20","일반상환학자금_생활비","0","0"
"2020-12-20","취업후상환학자금_등록금","0","0"
"2020-12-20","취업후상환학자금_생활비","0","0"
"2020-12-21","일반상환학자금_등록금","0","0"
"2020-12-21","일반상환학자금_생활비","0","0"
"2020-12-21","취업후상환학자금_등록금","0","0"
"2020-12-21","취업후상환학자금_생활비","0","0"
"2020-12-22","일반상환학자금_등록금","0","0"
"2020-12-22","일반상환학자금_생활비","0","0"
"2020-12-22","취업후상환학자금_등록금","0","0"
"2020-12-22","취업후상환학자금_생활비","0","0"
"2020-12-23","일반상환학자금_등록금","0","0"
"2020-12-23","일반상환학자금_생활비","0","0"
"2020-12-23","취업후상환학자금_등록금","0","0"
"2020-12-23","취업후상환학자금_생활비","0","0"
"2020-12-24","일반상환학자금_등록금","0","0"
"2020-12-24","일반상환학자금_생활비","0","0"
"2020-12-24","취업후상환학자금_등록금","0","0"
"2020-12-24","취업후상환학자금_생활비","0","0"
"2020-12-25","일반상환학자금_등록금","0","0"
"2020-12-25","일반상환학자금_생활비","0","0"
"2020-12-25","취업후상환학자금_등록금","0","0"
"2020-12-25","취업후상환학자금_생활비","0","0"
"2020-12-26","일반상환학자금_등록금","0","0"
"2020-12-26","일반상환학자금_생활비","0","0"
"2020-12-26","취업후상환학자금_등록금","0","0"
"2020-12-26","취업후상환학자금_생활비","0","0"
"2020-12-27","일반상환학자금_등록금","0","0"
"2020-12-27","일반상환학자금_생활비","0","0"
"2020-12-27","취업후상환학자금_등록금","0","0"
"2020-12-27","취업후상환학자금_생활비","0","0"
"2020-12-28","일반상환학자금_등록금","0","0"
"2020-12-28","일반상환학자금_생활비","0","0"
"2020-12-28","취업후상환학자금_등록금","0","0"
"2020-12-28","취업후상환학자금_생활비","0","0"
"2020-12-29","일반상환학자금_등록금","0","0"
"2020-12-29","일반상환학자금_생활비","0","0"
"2020-12-29","취업후상환학자금_등록금","0","0"
"2020-12-29","취업후상환학자금_생활비","0","0"
"2020-12-30","일반상환학자금_등록금","0","0"
"2020-12-30","일반상환학자금_생활비","0","0"
"2020-12-30","취업후상환학자금_등록금","0","0"
"2020-12-30","취업후상환학자금_생활비","0","0"
"2020-12-31","일반상환학자금_등록금","0","0"
"2020-12-31","일반상환학자금_생활비","0","0"
"2020-12-31","취업후상환학자금_등록금","0","0"
"2020-12-31","취업후상환학자금_생활비","0","0"
