"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 04- 28","9,409,000","9,485,000","9,490,000","9,351,000","1.51K","-0.85%"
"2020- 04- 27","9,490,000","9,370,000","9,490,000","9,320,000","2.29K","1.29%"
"2020- 04- 26","9,369,000","9,162,000","9,369,000","9,153,000","1.48K","2.24%"
"2020- 04- 25","9,164,000","9,108,000","9,282,000","9,065,000","1.66K","0.71%"
"2020- 04- 24","9,099,000","9,058,000","9,240,000","8,998,000","1.97K","0.45%"
"2020- 04- 23","9,058,000","8,642,000","9,167,000","8,574,000","3.45K","4.91%"
"2020- 04- 22","8,634,000","8,409,000","8,673,000","8,391,000","1.90K","2.64%"
"2020- 04- 21","8,412,000","8,389,000","8,502,000","8,309,000","2.27K","0.20%"
"2020- 04- 20","8,395,000","8,665,000","8,726,000","8,364,000","3.00K","-3.04%"
"2020- 04- 19","8,658,000","8,719,000","8,736,000","8,567,000","1.68K","-0.70%"
"2020- 04- 18","8,719,000","8,511,000","8,752,000","8,511,000","1.64K","2.26%"
"2020- 04- 17","8,526,000","8,561,000","8,608,000","8,482,000","1.97K","-0.41%"
"2020- 04- 16","8,561,000","8,099,000","8,618,000","7,931,000","4.56K","5.56%"
"2020- 04- 15","8,110,000","8,370,000","8,418,000","8,097,000","1.50K","-3.15%"
"2020- 04- 14","8,374,000","8,383,000","8,460,000","8,278,000","1.89K","-0.07%"
"2020- 04- 13","8,380,000","8,464,000","8,468,000","8,172,000","3.15K","-1.06%"
"2020- 04- 12","8,470,000","8,463,000","8,750,000","8,346,000","1.96K","0.09%"
"2020- 04- 11","8,462,000","8,418,000","8,531,000","8,326,000","1.49K","0.58%"
"2020- 04- 10","8,413,000","8,809,000","8,826,000","8,247,000","3.14K","-4.48%"
"2020- 04- 09","8,808,000","8,825,000","8,855,000","8,649,000","2.13K","-0.19%"
"2020- 04- 08","8,825,000","8,654,000","8,906,000","8,624,000","2.81K","2.00%"
"2020- 04- 07","8,652,000","8,782,000","8,963,000","8,538,000","3.87K","-1.53%"
"2020- 04- 06","8,786,000","8,191,000","8,800,000","8,186,000","3.84K","7.29%"
"2020- 04- 05","8,189,000","8,253,000","8,276,000","8,104,000","1.30K","-0.73%"
"2020- 04- 04","8,249,000","8,149,000","8,333,000","8,102,000","2.42K","1.17%"
"2020- 04- 03","8,154,000","8,172,000","8,430,000","8,044,000","3.96K","-0.22%"
"2020- 04- 02","8,172,000","8,071,000","8,510,000","7,992,000","5.75K","1.30%"
"2020- 04- 01","8,067,000","7,798,000","8,099,000","7,532,000","3.68K","3.45%"
"2020- 03- 31","7,798,000","7,795,000","7,979,000","7,741,000","2.63K","0.04%"
"2020- 03- 30","7,795,000","7,219,000","8,017,000","7,205,000","4.44K","7.98%"
"2020- 03- 29","7,219,000","7,651,000","7,680,000","7,219,000","2.66K","-5.65%"
"2020- 03- 28","7,651,000","7,869,000","7,869,000","7,403,000","4.54K","-2.94%"
"2020- 03- 27","7,883,000","8,280,000","8,358,000","7,827,000","3.25K","-4.79%"
"2020- 03- 26","8,280,000","8,272,000","8,337,000","8,091,000","2.82K","0.10%"
"2020- 03- 25","8,272,000","8,361,000","8,518,000","8,084,000","5.20K","-1.06%"
"2020- 03- 24","8,361,000","8,048,000","8,399,000","7,898,000","6.89K","3.88%"
"2020- 03- 23","8,049,000","7,368,000","8,182,000","7,239,000","7.31K","9.20%"
"2020- 03- 22","7,371,000","7,745,000","7,971,000","7,328,000","5.47K","-4.83%"
"2020- 03- 21","7,745,000","7,790,000","8,085,000","7,420,000","7.10K","-0.58%"
"2020- 03- 20","7,790,000","7,677,000","8,625,000","7,382,000","12.05K","1.42%"
"2020- 03- 19","7,681,000","6,747,000","8,099,000","6,615,000","11.68K","13.91%"
"2020- 03- 18","6,743,000","6,767,000","6,890,000","6,365,000","7.68K","-0.40%"
"2020- 03- 17","6,770,000","6,387,000","6,888,000","6,279,000","7.82K","6.06%"
"2020- 03- 16","6,383,000","6,900,000","6,912,000","6,004,000","13.82K","-7.49%"
"2020- 03- 15","6,900,000","6,816,000","7,312,000","6,660,000","5.95K","1.23%"
"2020- 03- 14","6,816,000","7,271,000","7,282,000","6,608,000","5.55K","-6.26%"
"2020- 03- 13","7,271,000","6,359,000","7,475,000","5,494,000","19.87K","14.41%"
"2020- 03- 12","6,355,000","9,513,000","10,011,000","5,994,000","15.89K","-33.18%"
"2020- 03- 11","9,511,000","9,563,000","9,625,000","9,164,000","2.27K","-0.54%"
"2020- 03- 10","9,563,000","9,735,000","9,839,000","9,401,000","2.12K","-1.76%"
"2020- 03- 09","9,734,000","9,871,000","10,052,000","9,349,000","4.14K","-1.35%"
"2020- 03- 08","9,867,000","10,681,000","10,690,000","9,818,000","2.93K","-7.64%"
"2020- 03- 07","10,683,000","10,847,000","10,979,000","10,648,000","1.63K","-1.51%"
"2020- 03- 06","10,847,000","10,783,000","10,889,000","10,713,000","1.30K","0.54%"
"2020- 03- 05","10,789,000","10,492,000","10,867,000","10,492,000","1.42K","2.83%"
"2020- 03- 04","10,492,000","10,503,000","10,581,000","10,417,000","1.12K","-0.10%"
"2020- 03- 03","10,503,000","10,677,000","10,680,000","10,409,000","1.56K","-1.63%"
"2020- 03- 02","10,677,000","10,363,000","10,742,000","10,331,000","1.77K","2.90%"
"2020- 03- 01","10,376,000","10,372,000","10,550,000","10,289,000","1.99K","0.04%"
"2020- 02- 29","10,372,000","10,568,000","10,629,000","10,372,000","1.40K","-1.77%"
"2020- 02- 28","10,559,000","10,689,000","10,820,000","10,300,000","2.91K","-1.19%"
"2020- 02- 27","10,686,000","10,739,000","10,860,000","10,301,000","3.34K","-0.49%"
"2020- 02- 26","10,739,000","11,326,000","11,404,000","10,627,000","2.93K","-5.17%"
"2020- 02- 25","11,324,000","11,636,000","11,647,000","11,287,000","2.19K","-2.65%"
"2020- 02- 24","11,632,000","11,741,000","11,829,000","11,555,000","2.10K","-0.95%"
"2020- 02- 23","11,744,000","11,489,000","11,825,000","11,479,000","1.67K","2.28%"
"2020- 02- 22","11,482,000","11,507,000","11,530,000","11,400,000","0.91K","-0.23%"
"2020- 02- 21","11,508,000","11,523,000","11,613,000","11,461,000","1.54K","-0.14%"
"2020- 02- 20","11,524,000","11,413,000","11,580,000","11,353,000","2.51K","0.90%"
"2020- 02- 19","11,421,000","11,840,000","11,970,000","11,079,000","3.49K","-3.49%"
"2020- 02- 18","11,834,000","11,435,000","11,899,000","11,315,000","2.89K","3.57%"
"2020- 02- 17","11,426,000","11,646,000","11,694,000","11,134,000","3.29K","-1.89%"
"2020- 02- 16","11,646,000","11,504,000","11,760,000","11,331,000","3.00K","1.23%"
"2020- 02- 15","11,504,000","11,850,000","11,888,000","11,428,000","2.93K","-2.92%"
"2020- 02- 14","11,850,000","11,799,000","11,888,000","11,720,000","1.89K","0.43%"
"2020- 02- 13","11,799,000","11,800,000","11,995,000","11,620,000","3.77K","-0.01%"
"2020- 02- 12","11,800,000","11,807,000","11,944,000","11,753,000","2.76K","-0.06%"
"2020- 02- 11","11,807,000","11,523,000","11,937,000","11,282,000","2.25K","2.44%"
"2020- 02- 10","11,526,000","11,830,000","11,860,000","11,403,000","2.12K","-2.57%"
"2020- 02- 09","11,830,000","11,576,000","11,851,000","11,567,000","1.74K","2.23%"
"2020- 02- 08","11,572,000","11,500,000","11,596,000","11,272,000","1.92K","0.58%"
"2020- 02- 07","11,505,000","11,276,000","11,586,000","11,273,000","1.59K","2.09%"
"2020- 02- 06","11,270,000","11,043,000","11,398,000","10,909,000","2.68K","2.06%"
"2020- 02- 05","11,043,000","10,637,000","11,097,000","10,597,000","2.05K","3.84%"
"2020- 02- 04","10,635,000","10,755,000","10,796,000","10,502,000","1.71K","-1.13%"
"2020- 02- 03","10,757,000","10,767,000","10,975,000","10,732,000","1.74K","-0.07%"
"2020- 02- 02","10,764,000","10,822,000","10,877,000","10,678,000","1.73K","-0.58%"
"2020- 02- 01","10,827,000","10,782,000","10,898,000","10,778,000","1.26K","0.42%"
"2020- 01- 31","10,782,000","10,773,000","10,843,000","10,653,000","1.66K","0.09%"
"2020- 01- 30","10,772,000","10,674,000","10,862,000","10,531,000","2.46K","0.92%"
"2020- 01- 29","10,674,000","10,563,000","10,779,000","10,502,000","2.27K","1.05%"
"2020- 01- 28","10,563,000","10,139,000","10,581,000","10,139,000","2.47K","4.19%"
"2020- 01- 27","10,138,000","9,966,000","10,250,000","9,948,000","2.11K","1.74%"
"2020- 01- 26","9,965,000","9,737,000","9,986,000","9,711,000","1.08K","2.30%"
"2020- 01- 25","9,741,000","9,801,000","9,812,000","9,671,000","0.73K","-0.66%"
"2020- 01- 24","9,806,000","9,748,000","9,881,000","9,630,000","1.40K","0.53%"
"2020- 01- 23","9,754,000","9,924,000","9,930,000","9,622,000","1.63K","-1.68%"
"2020- 01- 22","9,921,000","9,957,000","10,077,000","9,851,000","0.98K","-0.44%"
"2020- 01- 21","9,965,000","9,851,000","10,007,000","9,791,000","1.16K","1.19%"
"2020- 01- 20","9,848,000","9,900,000","9,951,000","9,773,000","1.39K","-0.54%"
"2020- 01- 19","9,901,000","10,094,000","10,470,000","9,684,000","3.54K","-1.91%"
"2020- 01- 18","10,094,000","9,998,000","10,158,000","9,934,000","2.13K","0.96%"
"2020- 01- 17","9,998,000","9,786,000","10,200,000","9,725,000","3.48K","2.17%"
"2020- 01- 16","9,786,000","9,729,000","9,842,000","9,570,000","2.19K","0.58%"
"2020- 01- 15","9,730,000","9,686,000","9,911,000","9,538,000","4.52K","0.36%"
"2020- 01- 14","9,695,000","9,178,000","9,798,000","9,168,000","5.61K","5.62%"
"2020- 01- 13","9,179,000","9,213,000","9,225,000","9,100,000","0.97K","-0.42%"
"2020- 01- 12","9,218,000","9,060,000","9,257,000","9,018,000","1.25K","1.74%"
"2020- 01- 11","9,060,000","9,238,000","9,345,000","9,055,000","1.95K","-1.84%"
"2020- 01- 10","9,230,000","8,938,000","9,255,000","8,758,000","3.20K","3.26%"
"2020- 01- 09","8,939,000","9,093,000","9,128,000","8,890,000","2.01K","-1.72%"
"2020- 01- 08","9,095,000","9,397,000","9,744,000","9,025,000","4.51K","-3.16%"
"2020- 01- 07","9,392,000","8,860,000","9,433,000","8,860,000","3.12K","5.96%"
"2020- 01- 06","8,864,000","8,458,000","8,882,000","8,454,000","1.71K","4.78%"
"2020- 01- 05","8,460,000","8,477,000","8,639,000","8,436,000","1.23K","-0.20%"
"2020- 01- 04","8,477,000","8,472,000","8,512,000","8,390,000","0.76K","0.00%"
"2020- 01- 03","8,477,000","8,040,000","8,525,000","7,910,000","2.35K","5.45%"
"2020- 01- 02","8,039,000","8,298,000","8,308,000","8,036,000","1.10K","-3.14%"
"2020- 01- 01","8,300,000","8,303,000","8,365,000","8,288,000","0.51K","-0.10%"
